courses_id,course_name,department_id,department_name
EDUC 2030,Step 2: Inquiry-Based Lesson Design,EDUC,Department of Education
EDUC 2050,Step Up to Social Justice Teaching,EDUC,Department of Education
EDUC 2125,History of American Public Education,EDUC,Department of Education
EDUC 2130,"Teaching and Learning Math: Calculus, Trig and Adv Functions",EDUC,Department of Education
EDUC 2150,Education in Film,EDUC,Department of Education
EDUC 2311,Children's Literature and Literacy Engagement in Elementary Schools,EDUC,Department of Education
EDUC 2400,Cultural Diversity and Awareness,EDUC,Department of Education
EDUC 2411,Educational Psychology for Elementary Schools,EDUC,Department of Education
EDUC 2425,Foundations of Bilingual/Multicultural Education,EDUC,Department of Education
EDUC 2490,Educational Psychology for Elementary Schools,EDUC,Department of Education
EDUC 2500,Strategies for Social Change,EDUC,Department of Education
EDUC 2615,Foundations of Language Acquisition for Bilingual Learners,EDUC,Department of Education
EDUC 2625,Teaching English Language Development,EDUC,Department of Education
EDUC 2800,Special Topics,EDUC,Department of Education
EDUC 2910,Field Practicum 1,EDUC,Department of Education
EDUC 2919,Renewing Democracy in Communities and Schools,EDUC,Department of Education
EDUC 2920,Field Practicum 2,EDUC,Department of Education
EDUC 3001,Humanities Teaching for Equity: Negotiating,EDUC,Department of Education
EDUC 3013,School and Society,EDUC,Department of Education
EDUC 3030,"Race, Class, and Gender in Young Adult Literature",EDUC,Department of Education
EDUC 3190,Introduction to Teaching and Learning,EDUC,Department of Education
EDUC 3320,Literacy in the Elementary Classroom 1,EDUC,Department of Education
EDUC 3321,Literacy in the Elementary Classroom 2,EDUC,Department of Education
EDUC 3350,Dis/Ability in Contemporary Classrooms,EDUC,Department of Education
EDUC 3570,Learning With Technology In and Out of School,EDUC,Department of Education
EDUC 3621,Art for the Elementary Teacher,EDUC,Department of Education
EDUC 4001,Framing Equity and Justice in the Humanities Classroom,EDUC,Department of Education
EDUC 4015,International / Comparative Education,EDUC,Department of Education
EDUC 4023,Differentiating Instruction in Diverse Secondary Classrooms,EDUC,Department of Education
EDUC 4035,Family and Community Engagement,EDUC,Department of Education
EDUC 4050,Knowing and Learning in Mathematics and Science,EDUC,Department of Education
EDUC 4060,Classroom Interactions,EDUC,Department of Education
EDUC 4110,Cultural Mentoring with Dual Language Learners,EDUC,Department of Education
EDUC 4112,Adolescent Development and Learning for Teachers,EDUC,Department of Education
EDUC 4125,Secondary World Language Methods,EDUC,Department of Education
EDUC 4135,Story and Memoir,EDUC,Department of Education
EDUC 4150,Introduction to Qualitative Research Methods,EDUC,Department of Education
EDUC 4161,Children's Literature,EDUC,Department of Education
EDUC 4205,Elementary School Mathematics Theory and Methods,EDUC,Department of Education
EDUC 4215,Elementary Science Theory and Methods,EDUC,Department of Education
EDUC 4222,Language Study for Educators,EDUC,Department of Education
EDUC 4232,Language and Literacy across the Curriculum,EDUC,Department of Education
EDUC 4240,African American Education in the United States,EDUC,Department of Education
EDUC 4295,Narrative and Story in the Humanities,EDUC,Department of Education
EDUC 4301,Queer(ing) Topics in Education,EDUC,Department of Education
EDUC 4310,Social and Emotional Learning in Schools,EDUC,Department of Education
EDUC 4315,Perspectives on Science,EDUC,Department of Education
EDUC 4317,Perspectives on Mathematics,EDUC,Department of Education
EDUC 4320,Reading Instruction for Elementary Schools,EDUC,Department of Education
EDUC 4321,Writing Instruction for Elementary Schools,EDUC,Department of Education
EDUC 4325,Queering Literacy in Secondary Classrooms,EDUC,Department of Education
EDUC 4330,Secondary Social Studies Methods I,EDUC,Department of Education
EDUC 4331,Elementary Social Studies Methods,EDUC,Department of Education
EDUC 4340,"Advanced Issues of Assessment, Teaching, and Learning in Reading, Mathematics, and Science",EDUC,Department of Education
EDUC 4341,Elementary Reading Assessment and Instruction,EDUC,Department of Education
EDUC 4345,Secondary English Methods I,EDUC,Department of Education
EDUC 4351,Language and Equity in Inclusive Learning Environmnents,EDUC,Department of Education
EDUC 4375,Problem-Based Math Instruction,EDUC,Department of Education
EDUC 4425,Introduction to Bilingual/Multicultural Education,EDUC,Department of Education
EDUC 4435,Culturally Sustaining Pedagogies for Bilingual Learners,EDUC,Department of Education
EDUC 4455,Methods of Biliteracy Instruction,EDUC,Department of Education
EDUC 4460,Teaching and Learning Physics,EDUC,Department of Education
EDUC 4490,Blurring Disciplinary Lines in the Humanities,EDUC,Department of Education
EDUC 4500,Community-Based Research for Social Change,EDUC,Department of Education
EDUC 4513,Education and Practice,EDUC,Department of Education
EDUC 4535,Assessment for Bilingual Learners,EDUC,Department of Education
EDUC 4595,Practicum for Bilingual/Multicultural and ELD Education,EDUC,Department of Education
EDUC 4610,Becoming a Learning Assistant,EDUC,Department of Education
EDUC 4615,Language Acquisition for Bilingual Learners,EDUC,Department of Education
EDUC 4620,LA Mentoring I: Becoming a Mentor,EDUC,Department of Education
EDUC 4625,Methods of Teaching English Language Development,EDUC,Department of Education
EDUC 4630,LA Mentoring II: Improving the Program,EDUC,Department of Education
EDUC 4691,Student Teaching: Elementary School 1,EDUC,Department of Education
EDUC 4706,Assessment in Mathematics and Science Education,EDUC,Department of Education
EDUC 4710,Elementary Student Teaching for Cultural and Linguistic Diversity 1,EDUC,Department of Education
EDUC 4712,Student Teaching: Secondary School,EDUC,Department of Education
EDUC 4716,Basic Statistical Methods,EDUC,Department of Education
EDUC 4720,Elementary Student Teaching for Cultural and Linguistic Diversity 2,EDUC,Department of Education
EDUC 4722,Student Teaching:  Secondary School 2,EDUC,Department of Education
EDUC 4732,Student Teaching K-12,EDUC,Department of Education
EDUC 4742,Student Teaching: Secondary for Engineers,EDUC,Department of Education
EDUC 4800,Special Topics,EDUC,Department of Education
EDUC 4810,Special Topics,EDUC,Department of Education
EDUC 4811,Teaching and Learning Biology,EDUC,Department of Education
EDUC 4815,Teaching K-12 Mathematics: Number Sense,EDUC,Department of Education
EDUC 4821,Teaching K-12 Mathematics: Algebraic Thinking,EDUC,Department of Education
EDUC 4822,Teaching and Learning Chemistry,EDUC,Department of Education
EDUC 4831,Advanced Peer Education,EDUC,Department of Education
EDUC 4833,Teaching and Learning Earth Systems,EDUC,Department of Education
EDUC 4835,Teaching K-12 Mathematics: Geometry & Measurement,EDUC,Department of Education
EDUC 4840,Independent Study,EDUC,Department of Education
EDUC 4850,Teaching K-12 Mathematics: Probability & Statistics,EDUC,Department of Education
EDUC 4901,Student Teaching I,EDUC,Department of Education
EDUC 4902,Student Teaching II,EDUC,Department of Education
EDUC 4910,Peer Counseling Practicum,EDUC,Department of Education
EDUC 4912,Practicum in Teacher Education,EDUC,Department of Education
EDUC 5001,Framing Equity and Justice in the Humanities Classroom,EDUC,Department of Education
EDUC 5002,Framing Equity and Justice in the STEM Classroom,EDUC,Department of Education
EDUC 5005,Advanced Social Foundations of Education,EDUC,Department of Education
EDUC 5010,Race and Equity in Higher Education,EDUC,Department of Education
EDUC 5011,College Student Career Development,EDUC,Department of Education
EDUC 5012,Higher Education Finance,EDUC,Department of Education
EDUC 5014,Ethical Dilemmas in Higher Education,EDUC,Department of Education
EDUC 5015,International / Comparative Education,EDUC,Department of Education
EDUC 5020,College Academic Advising,EDUC,Department of Education
EDUC 5021,College Athletic Affairs,EDUC,Department of Education
EDUC 5022,LGBTQ+ Topics in Higher Education,EDUC,Department of Education
EDUC 5023,College Admissions and Enrollment,EDUC,Department of Education
EDUC 5026,Technology in Higher Education,EDUC,Department of Education
EDUC 5027,Institutional Advancement and Development in Higher Education,EDUC,Department of Education
EDUC 5028,International Education in Higher Education and Student Affairs,EDUC,Department of Education
EDUC 5030,Accessibility and Students with Disabilities in Higher Education,EDUC,Department of Education
EDUC 5031,Institutional Research & Analytics in Higher Education,EDUC,Department of Education
EDUC 5032,College Student Leadership Development,EDUC,Department of Education
EDUC 5035,Proseminar: Parent and Community Involvement,EDUC,Department of Education
EDUC 5050,Knowing and Learning in Mathematics and Science,EDUC,Department of Education
EDUC 5060,Classroom Interactions,EDUC,Department of Education
EDUC 5065,Curriculum Theories,EDUC,Department of Education
EDUC 5070,Spirituality and Religion in Education,EDUC,Department of Education
EDUC 5075,Sociology in Education,EDUC,Department of Education
EDUC 5085,History of American Education,EDUC,Department of Education
EDUC 5105,Teaching for Understanding and Equity,EDUC,Department of Education
EDUC 5112,Educational Psychology and Adolescent Development,EDUC,Department of Education
EDUC 5115,Issues in School Change and Reform,EDUC,Department of Education
EDUC 5135,Story and Memoir,EDUC,Department of Education
EDUC 5145,"Gender, Literacy, and the K-12 Classroom",EDUC,Department of Education
EDUC 5150,Introduction to Qualitative Research Methods,EDUC,Department of Education
EDUC 5165,Children's Literature,EDUC,Department of Education
EDUC 5179,Seminar on Teaching and Teacher Education in Math and Science Education,EDUC,Department of Education
EDUC 5205,Elementary Mathematics Theory and Methods,EDUC,Department of Education
EDUC 5215,Elementary Science Theory and Methods,EDUC,Department of Education
EDUC 5222,Language Study for Educators,EDUC,Department of Education
EDUC 5235,Language and Literacy Across the Curriculum,EDUC,Department of Education
EDUC 5245,Foundations of Reading Instruction K-12,EDUC,Department of Education
EDUC 5255,Digital Literacies and New Media,EDUC,Department of Education
EDUC 5265,Processes in Writing,EDUC,Department of Education
EDUC 5275,Assessment in Literacy,EDUC,Department of Education
EDUC 5285,Reading Clinic Procedures K-12,EDUC,Department of Education
EDUC 5295,Narrative and Story in the Humanities,EDUC,Department of Education
EDUC 5301,Queer(ing) Topics in Education,EDUC,Department of Education
EDUC 5310,Social and Emotional Learning in Schools,EDUC,Department of Education
EDUC 5315,Perspectives on Science,EDUC,Department of Education
EDUC 5316,Nature of Social Studies and Social Studies Education,EDUC,Department of Education
EDUC 5317,Perspectives on Mathematics,EDUC,Department of Education
EDUC 5325,Queering Literacy in Secondary Classrooms,EDUC,Department of Education
EDUC 5330,Secondary Social Studies Methods I,EDUC,Department of Education
EDUC 5345,Secondary English Methods I,EDUC,Department of Education
EDUC 5355,Secondary Social Studies Methods II,EDUC,Department of Education
EDUC 5365,Secondary English Methods II,EDUC,Department of Education
EDUC 5375,Problem-Based Math Instruction,EDUC,Department of Education
EDUC 5385,Problem-Based Science Instruction,EDUC,Department of Education
EDUC 5390,Professional Teaching for Equity and Justice,EDUC,Department of Education
EDUC 5425,Introduction to Bilingual/Multicultural Education,EDUC,Department of Education
EDUC 5435,Materials and Methods in Bilingual/ Multicultural Education,EDUC,Department of Education
EDUC 5445,Curriculum for Multicultural Education,EDUC,Department of Education
EDUC 5455,Literacy for Linguistically Different Learners,EDUC,Department of Education
EDUC 5460,Teaching and Learning Physics,EDUC,Department of Education
EDUC 5465,Introduction to ESL/Bilingual and Special Education,EDUC,Department of Education
EDUC 5485,Differentiation in the Classroom,EDUC,Department of Education
EDUC 5490,Blurring Disciplinary Lines in the Humanities,EDUC,Department of Education
EDUC 5505,Education of Students with Learning and Behavior Disorders,EDUC,Department of Education
EDUC 5515,Curriculum and Assessment for Special Learners,EDUC,Department of Education
EDUC 5525,Research Issues in Special Education,EDUC,Department of Education
EDUC 5535,Diagnostic Testing in ESL and Bilingual Education,EDUC,Department of Education
EDUC 5545,Strategies for Teaching Students with Special Needs,EDUC,Department of Education
EDUC 5555,Practicum in Bilingual/Special Education,EDUC,Department of Education
EDUC 5575,Workshop in Curriculum and Instruction,EDUC,Department of Education
EDUC 5580,Physics and Everyday Thinking,EDUC,Department of Education
EDUC 5595,Practicum in Linguistically Different: English as a Second Language,EDUC,Department of Education
EDUC 5605,Research Issues in Bilingual Education,EDUC,Department of Education
EDUC 5610,Math and Science Education,EDUC,Department of Education
EDUC 5615,Second Language Acquisition,EDUC,Department of Education
EDUC 5625,Methods of Teaching English as a Second Language,EDUC,Department of Education
EDUC 5635,Education and Sociolinguistics,EDUC,Department of Education
EDUC 5706,Assessment in Mathematics and Science Education,EDUC,Department of Education
EDUC 5716,Basic Statistical Methods,EDUC,Department of Education
EDUC 5726,Introduction to Disciplined Inquiry,EDUC,Department of Education
EDUC 5800,Master's Special Topics,EDUC,Department of Education
EDUC 5815,Teaching K-12 Mathematics: Number Sense,EDUC,Department of Education
EDUC 5821,Teaching K-12 Mathematics: Algebraic Thinking,EDUC,Department of Education
EDUC 5822,Teaching and Learning Chemistry,EDUC,Department of Education
EDUC 5833,Teaching and Learning Earth Systems,EDUC,Department of Education
EDUC 5835,Teaching K-12 Mathematics: Geometry & Measurement,EDUC,Department of Education
EDUC 5850,Teaching K-12 Mathematics: Probability & Statistics,EDUC,Department of Education
EDUC 6110,Student Affairs in Higher Education,EDUC,Department of Education
EDUC 6210,Education Policy and the Law,EDUC,Department of Education
EDUC 6211,Education Law and Litigation Workshop,EDUC,Department of Education
EDUC 6220,Gender Issues in Education,EDUC,Department of Education
EDUC 6230,Ethics in Education,EDUC,Department of Education
EDUC 6240,African American Education in the United States,EDUC,Department of Education
EDUC 6245,Latinx Education Across the Americas,EDUC,Department of Education
EDUC 6250,Higher Education in the United States,EDUC,Department of Education
EDUC 6260,"Transnational Migration, Education, and Citizenship",EDUC,Department of Education
EDUC 6318,Psychological Foundations of Education,EDUC,Department of Education
