courses_id,course_name,department_id,department_name
MCEN 4183,Mechanics of Composite Materials,MCEN,Mechanical Engineering Department
MCEN 4194,Electrochemical Energy Conversion and Storage,MCEN,Mechanical Engineering Department
MCEN 4195,Bioinspired Robotics,MCEN,Mechanical Engineering Department
MCEN 4228,Special Topics in Mechanical Engineering,MCEN,Mechanical Engineering Department
MCEN 4238,Design for Community,MCEN,Mechanical Engineering Department
MCEN 4279,Aesthetics in Design,MCEN,Mechanical Engineering Department
MCEN 4291,Project Based Learning in Rural Schools,MCEN,Mechanical Engineering Department
MCEN 4292,Materials and Devices in Medicine,MCEN,Mechanical Engineering Department
MCEN 4293,Mechanics of Soft Matter,MCEN,Mechanical Engineering Department
MCEN 4298,Introduction to Polymers,MCEN,Mechanical Engineering Department
MCEN 4299,Household Energy Systems,MCEN,Mechanical Engineering Department
MCEN 4700,Quantum Forge I,MCEN,Mechanical Engineering Department
MCEN 4710,Quantum Forge II,MCEN,Mechanical Engineering Department
MCEN 4848,Independent Study,MCEN,Mechanical Engineering Department
MCEN 5010,Microsystems Integration,MCEN,Mechanical Engineering Department
MCEN 5012,"Renewable Fuels, Fuel Cells and Internal Combustion Engines",MCEN,Mechanical Engineering Department
MCEN 5014,Energy Materials Characterization,MCEN,Mechanical Engineering Department
MCEN 5020,Methods of Engineering Analysis 1,MCEN,Mechanical Engineering Department
MCEN 5021,Introduction to Fluid Dynamics,MCEN,Mechanical Engineering Department
MCEN 5022,Classical Thermodynamics,MCEN,Mechanical Engineering Department
MCEN 5023,Solid Mechanics 1,MCEN,Mechanical Engineering Department
MCEN 5024,Materials Chemistry and Structures,MCEN,Mechanical Engineering Department
MCEN 5027,Graduate Seminar,MCEN,Mechanical Engineering Department
MCEN 5032,Sustainable Energy,MCEN,Mechanical Engineering Department
MCEN 5034,Thermodynamics of Materials,MCEN,Mechanical Engineering Department
MCEN 5040,Methods of Engineering Analysis 2,MCEN,Mechanical Engineering Department
MCEN 5041,Advanced Fluid Mechanics 1,MCEN,Mechanical Engineering Department
MCEN 5042,Heat Transfer,MCEN,Mechanical Engineering Department
MCEN 5044,Mechanical Behavior of Materials,MCEN,Mechanical Engineering Department
MCEN 5045,Design for Manufacturability,MCEN,Mechanical Engineering Department
MCEN 5055,Advanced Product Design,MCEN,Mechanical Engineering Department
MCEN 5057,Environmental Modeling,MCEN,Mechanical Engineering Department
MCEN 5064,Soft Machines,MCEN,Mechanical Engineering Department
MCEN 5065,Graduate Design I,MCEN,Mechanical Engineering Department
MCEN 5075,Graduate Design II,MCEN,Mechanical Engineering Department
MCEN 5113,Mechanics of Cancer,MCEN,Mechanical Engineering Department
MCEN 5115,Mechatronics and Robotics I,MCEN,Mechanical Engineering Department
MCEN 5117,Anatomy and Physiology for Engineers,MCEN,Mechanical Engineering Department
MCEN 5121,Compressible Flow,MCEN,Mechanical Engineering Department
MCEN 5122,Statistical Thermodynamics,MCEN,Mechanical Engineering Department
MCEN 5125,Optimal Design,MCEN,Mechanical Engineering Department
MCEN 5127,Biomedical Ultrasound,MCEN,Mechanical Engineering Department
MCEN 5131,Air Pollution Control Engineering,MCEN,Mechanical Engineering Department
MCEN 5133,Intro to Tissue Biomechanics,MCEN,Mechanical Engineering Department
MCEN 5135,Wind Energy and Wind Turbine Design,MCEN,Mechanical Engineering Department
MCEN 5137,Anatomy and Physiology 2,MCEN,Mechanical Engineering Department
MCEN 5138,Feedback Control,MCEN,Mechanical Engineering Department
MCEN 5141,Indoor Air Pollution,MCEN,Mechanical Engineering Department
MCEN 5147,Mechanobiology,MCEN,Mechanical Engineering Department
MCEN 5151,Flow Visualization,MCEN,Mechanical Engineering Department
MCEN 5152,Introduction to Combustion,MCEN,Mechanical Engineering Department
MCEN 5153,Introduction to Fracture Mechanics,MCEN,Mechanical Engineering Department
MCEN 5154,Biocolloids and Biomembranes,MCEN,Mechanical Engineering Department
MCEN 5155,Automated Mechanical Design Synthesis,MCEN,Mechanical Engineering Department
MCEN 5157,Modeling of Human Movement,MCEN,Mechanical Engineering Department
MCEN 5161,Aerosols,MCEN,Mechanical Engineering Department
MCEN 5171,Biofluids on the Micro Scale,MCEN,Mechanical Engineering Department
MCEN 5173,Finite Element Analysis,MCEN,Mechanical Engineering Department
MCEN 5174,Failure of Engineering Materials,MCEN,Mechanical Engineering Department
MCEN 5183,Mechanics of Composite Materials,MCEN,Mechanical Engineering Department
MCEN 5194,Electrochemical Energy Conversion and Storage,MCEN,Mechanical Engineering Department
MCEN 5195,Bioinspired Robotics,MCEN,Mechanical Engineering Department
MCEN 5208,Special Topics,MCEN,Mechanical Engineering Department
MCEN 5228,Special Topics in Mechanical Engineering,MCEN,Mechanical Engineering Department
MCEN 5255,Design for Mfg,MCEN,Mechanical Engineering Department
MCEN 5258,Sp Tpcs-Combustion Seminar,MCEN,Mechanical Engineering Department
MCEN 5279,Aesthetics in Design,MCEN,Mechanical Engineering Department
MCEN 5291,Project Based Learning in Rural Schools,MCEN,Mechanical Engineering Department
MCEN 5292,Materials and Devices in Medicine,MCEN,Mechanical Engineering Department
MCEN 5293,Mechanics of Soft Matter,MCEN,Mechanical Engineering Department
MCEN 5298,Introduction to Polymers,MCEN,Mechanical Engineering Department
MCEN 5299,Household Energy Systems,MCEN,Mechanical Engineering Department
MCEN 5448,Linear Systems,MCEN,Mechanical Engineering Department
MCEN 5488,Geometric Control Theory,MCEN,Mechanical Engineering Department
MCEN 5498,Stochastic Control Theory,MCEN,Mechanical Engineering Department
MCEN 5636,Micro-Electro-Mechanical Systems 1,MCEN,Mechanical Engineering Department
MCEN 5832,Special Topics,MCEN,Mechanical Engineering Department
MCEN 5848,Independent Study,MCEN,Mechanical Engineering Department
MCEN 5858,Independent Study,MCEN,Mechanical Engineering Department
MCEN 5868,Independent Study,MCEN,Mechanical Engineering Department
MCEN 5878,Independent Study,MCEN,Mechanical Engineering Department
MCEN 5888,Independent Study,MCEN,Mechanical Engineering Department
MCEN 5930,Professional Internship,MCEN,Mechanical Engineering Department
MCEN 6001,Reacting Flows,MCEN,Mechanical Engineering Department
MCEN 6184,Structure and Properties of Polymers,MCEN,Mechanical Engineering Department
MCEN 6228,Special Topics in Mechanical Engineering,MCEN,Mechanical Engineering Department
MCEN 6848,Independent Study,MCEN,Mechanical Engineering Department
MCEN 6858,Independent Study,MCEN,Mechanical Engineering Department
MCEN 6868,Independent Study,MCEN,Mechanical Engineering Department
MCEN 6878,Independent Study,MCEN,Mechanical Engineering Department
MCEN 6888,Independent Study,MCEN,Mechanical Engineering Department
MCEN 6949,Master's Candidate for Degree,MCEN,Mechanical Engineering Department
MCEN 6959,Master's Thesis,MCEN,Mechanical Engineering Department
MCEN 7221,Turbulence,MCEN,Mechanical Engineering Department
MCEN 7228,Special Topics,MCEN,Mechanical Engineering Department
MCEN 8999,Doctoral Dissertation,MCEN,Mechanical Engineering Department
MDRP 7871,Special Topics,MDRP,Media Studies Program
MDST 1001,Foundations of Media Studies,MDST,Media Studies Department
MDST 1002,Introduction to Social Media,MDST,Media Studies Department
MDST 1003,Critical Media Literacies,MDST,Media Studies Department
MDST 1009,"Truth, Beauty, and Conspiracy",MDST,Media Studies Department
MDST 2001,Introduction to Global Media,MDST,Media Studies Department
MDST 2002,Media and Communication History,MDST,Media Studies Department
MDST 2010,Media and Social Movements,MDST,Media Studies Department
MDST 2011,Disruptive Entrepreneurship in the Internet's New Economies,MDST,Media Studies Department
MDST 2012,Hacker Culture,MDST,Media Studies Department
MDST 2031,Documentary and Social Change,MDST,Media Studies Department
MDST 2032,Visual Literacies & Design,MDST,Media Studies Department
MDST 2046,Future Histories of Technology,MDST,Media Studies Department
MDST 3001,Media Research,MDST,Media Studies Department
MDST 3002,Digital Culture and Politics,MDST,Media Studies Department
MDST 3021,Comic Books: Culture and Industry,MDST,Media Studies Department
MDST 3022,Social Media Cultures,MDST,Media Studies Department
MDST 3201,"Media, Culture and Globalization",MDST,Media Studies Department
MDST 3321,Media Industries and Economics,MDST,Media Studies Department
MDST 3331,Sports-Media Complex,MDST,Media Studies Department
MDST 3341,Designing Alternative Media Platforms,MDST,Media Studies Department
MDST 3401,"Media, Food and Culture",MDST,Media Studies Department
MDST 3711,Media and Popular Culture,MDST,Media Studies Department
MDST 3791,Media and the Public,MDST,Media Studies Department
MDST 4003,Digital Media Production and Design,MDST,Media Studies Department
MDST 4111,"Crime, Media and Contemporary Culture",MDST,Media Studies Department
MDST 4121,Deconstructing Disney: Mediated American Mythology,MDST,Media Studies Department
MDST 4211,Asian Media and Culture,MDST,Media Studies Department
MDST 4220,Viral Video & Media,MDST,Media Studies Department
MDST 4221,Media Technology and Cultural Change,MDST,Media Studies Department
MDST 4231,Youth Media: Culture and Politics,MDST,Media Studies Department
MDST 4241,Visual Culture and Human Rights,MDST,Media Studies Department
MDST 4311,Mass Communication Criticism,MDST,Media Studies Department
MDST 4331,"Gender, Race, Class, and Sexuality in Popular Culture",MDST,Media Studies Department
MDST 4341,International Media and Global Crises,MDST,Media Studies Department
MDST 4361,TV and the Family in American Culture and Society,MDST,Media Studies Department
MDST 4371,Media and Religion,MDST,Media Studies Department
MDST 4372,"Islam, Pop Culture and Media",MDST,Media Studies Department
MDST 4401,Fan and Audience Studies,MDST,Media Studies Department
MDST 4402,Transmedia Worldbuilding,MDST,Media Studies Department
MDST 4601,"Media Law, Policy and Ethics",MDST,Media Studies Department
MDST 4841,Undergraduate Independent Study,MDST,Media Studies Department
MDST 4871,Special Topics,MDST,Media Studies Department
MDST 4931,Internship,MDST,Media Studies Department
MDST 5001,Connected Media Practices,MDST,Media Studies Department
MDST 5002,Media Activism and Public Engagement,MDST,Media Studies Department
MDST 5003,Digital Media Production and Design,MDST,Media Studies Department
MDST 5071,Screenwriting,MDST,Media Studies Department
MDST 5121,Deconstructing Disney: Mediated American Mythology,MDST,Media Studies Department
MDST 5211,Asian Media and Culture,MDST,Media Studies Department
MDST 5220,Viral Video & Media,MDST,Media Studies Department
MDST 5311,Mass Communication Criticism,MDST,Media Studies Department
MDST 5331,"Gender, Race, Class, and Sexuality in Popular Culture",MDST,Media Studies Department
MDST 5341,Designing Alternative Media Platforms,MDST,Media Studies Department
MDST 5401,Fan and Audience Studies,MDST,Media Studies Department
MDST 5402,Transmedia Worldbuilding,MDST,Media Studies Department
MDST 5405,Queer & Trans Identities in Popular Culture,MDST,Media Studies Department
MDST 5841,Graduate Independent Study,MDST,Media Studies Department
MDST 5851,Graduate Professional Project,MDST,Media Studies Department
MDST 5871,Special Topics,MDST,Media Studies Department
MDST 5931,Internship,MDST,Media Studies Department
MDST 6031,Documentary and Social Change,MDST,Media Studies Department
MDST 6051,Media Theories,MDST,Media Studies Department
MDST 6061,Media Research,MDST,Media Studies Department
MDST 6071,Critical Theories of Media and Culture,MDST,Media Studies Department
MDST 6201,Global Media and Culture,MDST,Media Studies Department
MDST 6211,Communication and International Development,MDST,Media Studies Department
MDST 6241,Visual Epistemologies: Theory and Practice,MDST,Media Studies Department
MDST 6250,"Algorithms, Culture, and Power",MDST,Media Studies Department
MDST 6301,"Communication, Media, and Concepts of the Public",MDST,Media Studies Department
MDST 6311,"Power, Politics and Mediated Culture",MDST,Media Studies Department
MDST 6341,"Children, Youth and the Media",MDST,Media Studies Department
MDST 6350,Media & Cultural Policy,MDST,Media Studies Department
MDST 6351,"Media, Culture & Food Politics",MDST,Media Studies Department
MDST 6551,Media and Communication Policy,MDST,Media Studies Department
MDST 6552,Media and Public Scholarship,MDST,Media Studies Department
MDST 6671,"Media, Myth, and Ritual",MDST,Media Studies Department
MDST 6711,Media and Popular Culture,MDST,Media Studies Department
MDST 6721,Feminist Media Studies,MDST,Media Studies Department
MDST 6771,History of Media and Communication,MDST,Media Studies Department
MDST 6781,Economic and Political Aspects of Media,MDST,Media Studies Department
MDST 6871,Special Topics,MDST,Media Studies Department
MDST 6940,Master's Candidate for Degree,MDST,Media Studies Department
MDST 6951,Master's Thesis,MDST,Media Studies Department
MDST 7001,PhD Colloquium Series,MDST,Media Studies Department
MDST 7011,Proseminar in Media Communication Theory 1,MDST,Media Studies Department
MDST 7021,Proseminar in Media and Communication Theory 2,MDST,Media Studies Department
MDST 7051,Qualitative Research Methods in Media,MDST,Media Studies Department
MDST 7061,Quantitative Research Methods in Media,MDST,Media Studies Department
MDST 7841,Independent Study,MDST,Media Studies Department
MDST 7871,Special Topics,MDST,Media Studies Department
MDST 8991,Doctoral Dissertation,MDST,Media Studies Department
MEMS 2020,Introduction to Medieval and Renaissance Studies,MEMS,Microelectronics Research Center
MEMS 4020,Medieval and Early Modern Studies: Texts and Contexts,MEMS,Microelectronics Research Center
MEMS 4030,Medieval and Early Modern Studies: Special Topics,MEMS,Microelectronics Research Center
MEMS 5020,Medieval and Early Modern Studies: Texts and Contexts,MEMS,Microelectronics Research Center
MEMS 5030,Medieval and Early Modern Studies: Special Topics,MEMS,Microelectronics Research Center
MILR 1011,Adventures in Leadership 1,MILR,Military Science Department
MILR 1021,Adventures in Leadership 2,MILR,Military Science Department
MILR 2031,Methods of Leadership and Management 1,MILR,Military Science Department
MILR 2041,Methods of Leadership and Management 2,MILR,Military Science Department
MILR 3052,Military Operations and Training 1,MILR,Military Science Department
MILR 3062,Military Operations and Training 2,MILR,Military Science Department
MILR 3090,Military Theory and Tactical Leadership,MILR,Military Science Department
MILR 4072,Leadership 1: Adaptive Leadership,MILR,Military Science Department
MILR 4082,Leadership 2: Leadrship in a Complex World,MILR,Military Science Department
MILR 4840,Independent Study,MILR,Military Science Department
MCDB 1020,"Introduction to Molecular, Cellular and Developmental Biology Major",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1030,Introduction to Molecular Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1041,Fundamentals of Human Genetics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1043,Exploring Genetics Laboratory,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1111,"Core Concepts in Biology I: Evolutionary, Molecular and Cell Biology",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1150,Introduction to Cellular and Molecular Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1161,From Dirt to DNA: Phage Genomics Laboratory I,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1171,Drug Discovery Through Hands-on Screens I,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1181,Biological Probiotic/Drug Discovery Through Hands-on Screens,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 1234,Skills Center: Modular Laboratory of Modern Molecular Biology Skills,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2150,Principles of Genetics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2152,Problem Solving Co-Seminars for Genetics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2161,"From DNA to Genes, Phage Genomics Laboratory II",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2171,Drug Discovery Through Hands-On Screens 2,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2200,Introduction to Biophysical Methods: From Brains to Bonds,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2222,"Core Concepts in Biology II: Genes, Genetics and Phenotypes",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2350,"Understanding Cancer: Introduction to the disease¿s biology, medicine, and societal implications",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 2840,Lower-Division Independent Study,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3000,Synthetic Biology: Engineering Biomolecular Systems in the Laboratory,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3010,Undergraduate Teaching in Course-Based Undergraduate Research Experiences,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3105,Antibiotics: Functions and Failures,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3135,Molecular Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3140,Cell Biology Laboratory,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3145,Cell Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3150,Biology of the Cancer Cell,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3160,Infectious Disease,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3171,Advanced Discovery Based Lab - Antibiotics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3300,Personalized Medicine - Recent Advances in Diagnostics and Therapeutics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3330,Evolution and Creationism,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3332,Scientific Ethics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3333,Biomedical Innovations and Discoveries,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3350,"Fertility, Sterility, and Early Mammalian Development",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3450,Biological Data Science,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3501,Structural Methods for Biological Macromolecules,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3650,The Brain - From Molecules to Behavior,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3651,The Brain: Dysfunction to Disease,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3700,Poisons in Cell Biology and Society,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 3990,Introduction to Systems Biololgy for Biologists,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4100,Special Topics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4101,Manipulating Genomes-Discovering Gene Functions,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4105,"Function of Cellular and Nuclear, Assemblies, and Machines",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4111,Experimental Design and Research in Cell and Molecular Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4150,Biology of Aging and Longevity,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4185,Geomicrobiology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4201,From Bench to Bedside: The Role of Science in Medicine,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4202,The Python Project,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4234,Research Methods,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4300,Immunology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4310,Microbial Genetics and Physiology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4312,Quantitative Optical Imaging,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4350,Microbial Diversity and the Biosphere,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4361,Evolution and Development,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4410,Human Molecular Genetics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4420,Genetics of Brain and Behavior,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4422,"Molecular Biology of Free Radicals: Role(s) in Oxidative Stress, Signaling, Disease, Aging",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4425,"Topics in Membrane Biology: Cell Biology, Physiology and Disease",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4426,Cell Signaling and Developmental Regulation,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4427,Biology of the Visual System,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4428,Regulation of Lifespan,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4441,Animal Developmental Diversity,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4444,Cellular Basis of Disease,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4471,Mechanisms of Gene Regulation in Eukaryotes,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4520,Bioinformatics and Genomics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4521,Bioinformatics and Genomics Laboratory,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4550,"Cells, Molecules and Tissues: A Biophysical Approach",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4560,Introduction to Biophysics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4615,Biology of Stem Cells,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4621,Genome Databases: Mining and Management,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4650,Developmental Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4680,Mechanisms of Aging,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4750,Animal Virology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4777,Molecular Neurobiology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4790,"Oocytes, Stem Cells, Organisms: Experiments to Discoveries",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4800,Molecular Evolution: How Natural Selection has Shaped the Molecules of Life,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4810,Insane in the Membrane: The Biology and Biophysics of the Membrane,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4811,Teaching and Learning Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4840,Upper-Division Independent Study,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4900,Public Health Practicum,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4960,Research Communication: Analyzing Data and Effectively Communicating Science for Honors Students,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4980,Honors Research,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 4990,Honors Thesis,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5201,Graduate Lab in Molecular Evolution,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5210,Cell Structure and Function (Lecture and Discussion),MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5220,Graduate Core 2,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5230,Graduate Core 1,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5250,Topics in Developmental Genetics (Methods and Logic),MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5301,Immunology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5310,Microbial Genetics and Physiology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5312,Quantitative Optical Imaging,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5350,Microbial Diversity and the Biosphere,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5361,Evolution and Development,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5425,"Topics in Membrane Biology: Cell Biology, Physiology and Disease",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5426,Cell Signaling and Developmental Regulation,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5427,Biology of the Visual System,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5441,Animal Developmental Diversity,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5471,Mechanisms of Gene Regulation in Eukaryotes,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5520,Bioinformatics and Genomics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5521,Bioinformatics and Genomics Laboratory,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5550,"Cells, Molecules and Tissues: A Biophysical Approach",MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5560,Introduction to Biophysics,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5615,Biology of Stem Cells,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5621,Genome Databases: Mining and Management,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5650,Teaching and Learning in Undergraduate Science Courses,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5651,Developmental Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5680,Mechanisms of Aging,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5750,Animal Virology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5776,Scientific Ethics and Responsible Conduct in Research,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5777,Molecular Neurobiology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 5811,Teaching and Learning Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 6000,Introduction to Laboratory Methods,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 6440,Special Topics in MCD Biology,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 6441,Faculty Res Seminar,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 6442,Research Grant Writing,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 6940,Master's Candidate for Degree,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 6950,Master's Thesis,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 7840,Graduate Independent Study,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 7910,Seminar Practicum,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MCDB 8990,Doctoral Dissertation,MCDB,"Molecular, Cellular, and Developmental Biology Department"
MSBC 5015,Managerial Economics,MSBC,Business Analytics Program
MSBC 5020,Financial Accounting,MSBC,Business Analytics Program
MSBC 5030,Quantitative Methods,MSBC,Business Analytics Program
MSBC 5031,Quantitative Methods in Finance,MSBC,Business Analytics Program
MSBC 5032,Quantitative Methods in Real Estate,MSBC,Business Analytics Program
MSBC 5060,Corporate Finance,MSBC,Business Analytics Program
MSBC 5070,Survey of Business Analytics,MSBC,Business Analytics Program
MSBC 5180,Machine Learning in Python,MSBC,Business Analytics Program
MSBC 5190,Modern Artificial Intelligence: Introduction to AI for Business,MSBC,Business Analytics Program
MSBC 5220,MS Investment Management & Analysis,MSBC,Business Analytics Program
MSBC 5460,Supply Chain Strategy,MSBC,Business Analytics Program
MSBC 5480,SCMN Experiential Projects,MSBC,Business Analytics Program
MSBC 5490,BUAN Experiential Projects,MSBC,Business Analytics Program
MSBC 5610,MS Real Estate Finance and Investment,MSBC,Business Analytics Program
MSBC 5680,Optimization Modeling,MSBC,Business Analytics Program
MSBX 5080,Decision Modeling and Applications,MSBX,Business Administration Program - Health Administration
MSBX 5205,Financial Strategy and Decision Modeling,MSBX,Business Administration Program - Health Administration
MSBX 5225,Advanced Portfolio Management,MSBX,Business Administration Program - Health Administration
MSBX 5260,Fixed Income Investing,MSBX,Business Administration Program - Health Administration
MSBX 5270,Applied Derivatives,MSBX,Business Administration Program - Health Administration
MSBX 5310,Customer Analytics,MSBX,Business Administration Program - Health Administration
MSBX 5311,Customer Analytics,MSBX,Business Administration Program - Health Administration
MSBX 5405,Structured Data Modeling and Analysis,MSBX,Business Administration Program - Health Administration
MSBX 5410,Fundamentals of Data Analytics,MSBX,Business Administration Program - Health Administration
MSBX 5415,Advanced Data Analytics,MSBX,Business Administration Program - Health Administration
MSBX 5420,Unstructured and Distributed Data Modeling and Analysis,MSBX,Business Administration Program - Health Administration
MSBX 5430,Advanced Statistical Analysis,MSBX,Business Administration Program - Health Administration
